target,prediction,target_phonemes,prediction_phonemes,is_homophone,exact_match,comment,bucket,bucket_reason
OR PROPERTIES SHOULD I SAY,OR PROPERTIES SHOULD I SAY,AO R | P R AA P ER T IY Z | SH UH D | AY | S EY,AO R | P R AA P ER T IY Z | SH UH D | AY | S EY,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
PRETTY ON THE OUTSIDE,PRETTY ON THE OUTSIDE,P R IH T IY | AA N | DH AH | AW T S AY D,P R IH T IY | AA N | DH AH | AW T S AY D,False,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
BECAUSE IT WAS OFFICES,BECAUSE IT WAS OFFICES,B IH K AO Z | IH T | W AA Z | AO F AH S AH Z,B IH K AO Z | IH T | W AA Z | AO F AH S AH Z,False,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
VERY CLOSE BY THE UNIVERSITY,VERY CLOSE BY THE UNIVERSITY,V EH R IY | K L OW S | B AY | DH AH | Y UW N AH V ER S AH T IY,V EH R IY | K L OW S | B AY | DH AH | Y UW N AH V ER S AH T IY,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
GROUND FLOOR FLAT,GROUND FLOOR FLAT,G R AW N D | F L AO R | F L AE T,G R AW N D | F L AO R | F L AE T,False,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
I WOULD MARKET THAT,I WOULD MARKET THAT,AY | W UH D | M AA R K AH T | DH AE T,AY | W UH D | M AA R K AH T | DH AE T,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
ADD ANOTHER TEN ON,ADD ANOTHER TEN ON,AE D | AH N AH DH ER | T EH N | AA N,AE D | AH N AH DH ER | T EH N | AA N,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
ONE BEDROOM APARTMENTS AROUND HERE AT THE MOMENT,ONE BEDROOM APARTMENTS AROUND HERE AT THE MOMENT,W AH N | B EH D R UW M | AH P AA R T M AH N T S | ER AW N D | HH IY R | AE T | DH AH | M OW M AH N T,W AH N | B EH D R UW M | AH P AA R T M AH N T S | ER AW N D | HH IY R | AE T | DH AH | M OW M AH N T,True,True,,homophone_substitution,phoneme overlap 8/8=1.00 (high)
PROBABLY AROUND 85,PROBABLY AROUND 85,P R AA B AH B L IY | ER AW N D | ?,P R AA B AH B L IY | ER AW N D | ?,False,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
AND SINCE THE CONVERSION,AND SINCE THE CONVERSION,AH N D | S IH N S | DH AH | K AH N V ER ZH AH N,AH N D | S IH N S | DH AH | K AH N V ER ZH AH N,False,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
REALISTIC VALUE WISE,REALISTIC VALUE WISE,R IY AH L IH S T IH K | V AE L Y UW | W AY Z,R IY AH L IH S T IH K | V AE L Y UW | W AY Z,True,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
SHE WAS A FLAWED SHIP,SHE WAS A FLAWED SHIPPING,SH IY | W AA Z | AH | F L AO D | SH IH P,SH IY | W AA Z | AH | F L AO D | SH IH P IH NG,False,False,"suffix hallucination: model appended -ING to SHIP, no grammatical correction involved",suffix_hallucination,prediction word 'SHIPPING' = target 'SHIP' + 'ING'
EVEN BEFORE SHE ENTERED THE WATER,EVEN BEFORE SHE ENTERED THE WATER,IY V IH N | B IH F AO R | SH IY | EH N T ER D | DH AH | W AO T ER,IY V IH N | B IH F AO R | SH IY | EH N T ER D | DH AH | W AO T ER,False,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
VISITING ALMOST ALL PARTS OF THE EMPIRE,VISITING ALMOST ALL PARTS OF THE EMPIRE,V IH Z AH T IH NG | AO L M OW S T | AO L | P AA R T S | AH V | DH AH | EH M P AY ER,V IH Z AH T IH NG | AO L M OW S T | AO L | P AA R T S | AH V | DH AH | EH M P AY ER,False,True,,homophone_substitution,phoneme overlap 7/7=1.00 (high)
FROM SMALL SHIPS,FROM SMALL SHIPS,F R AH M | S M AO L | SH IH P S,F R AH M | S M AO L | SH IH P S,False,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
IS IT TRUE SHE WAS,IS IT TRUE SHE WAS,IH Z | IH T | T R UW | SH IY | W AA Z,IH Z | IH T | T R UW | SH IY | W AA Z,False,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
SOMETIMES IT'S DIFFICULT TO KNOW WHERE,SOMETIMES IT'S DIFFICULT TO KNOW WHERE,S AH M T AY M Z | IH T S | D IH F AH K AH L T | T UW | N OW | W EH R,S AH M T AY M Z | IH T S | D IH F AH K AH L T | T UW | N OW | W EH R,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
IF YOU INTEND TO BID ON A PLACE,IF YOU INTEND TO BID ON A PLACE,IH F | Y UW | IH N T EH N D | T UW | B IH D | AA N | AH | P L EY S,IH F | Y UW | IH N T EH N D | T UW | B IH D | AA N | AH | P L EY S,True,True,,homophone_substitution,phoneme overlap 8/8=1.00 (high)
IT'S HARD TO COME AWAY FROM IT,IT'S HARD TO COME AWAY FROM IT,IH T S | HH AA R D | T UW | K AH M | AH W EY | F R AH M | IH T,IH T S | HH AA R D | T UW | K AH M | AH W EY | F R AH M | IH T,True,True,,homophone_substitution,phoneme overlap 7/7=1.00 (high)
IT SEEMS A VERY GOOD LOCATION,IT SEEMS A VERY GOOD LOCATION,IH T | S IY M Z | AH | V EH R IY | G UH D | L OW K EY SH AH N,IH T | S IY M Z | AH | V EH R IY | G UH D | L OW K EY SH AH N,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
BECAUSE OF THE DEMAND OF THE MARKET,BECAUSE OF THE DEMAND OF THE MARKET,B IH K AO Z | AH V | DH AH | D IH M AE N D | AH V | DH AH | M AA R K AH T,B IH K AO Z | AH V | DH AH | D IH M AE N D | AH V | DH AH | M AA R K AH T,False,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
IT MIGHT BE VIABLE,IT MIGHT BE VIABLE,IH T | M AY T | B IY | V AY AH B AH L,IH T | M AY T | B IY | V AY AH B AH L,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
THAT'S MY KIND OF LOCATION,THAT'S MY KIND OF LOCATION,DH AE T S | M AY | K AY N D | AH V | L OW K EY SH AH N,DH AE T S | M AY | K AY N D | AH V | L OW K EY SH AH N,False,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
WHAT WAS IT THAT MADE YOU THINK,WHAT WAS IT THAT MADE YOU THINK,W AH T | W AA Z | IH T | DH AE T | M EY D | Y UW | TH IH NG K,W AH T | W AA Z | IH T | DH AE T | M EY D | Y UW | TH IH NG K,True,True,,homophone_substitution,phoneme overlap 7/7=1.00 (high)
HOW CAN I DO THAT,HOW CAN I DO THAT,HH AW | K AE N | AY | D UW | DH AE T,HH AW | K AE N | AY | D UW | DH AE T,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
DESTROYING THE PROPERTY,DESTROYING THE PROPERTY,D IH S T R OY IH NG | DH AH | P R AA P ER T IY,D IH S T R OY IH NG | DH AH | P R AA P ER T IY,False,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
PURELY BY CHANCE,PURELY BY CHANCE,P Y UH R L IY | B AY | CH AE N S,P Y UH R L IY | B AY | CH AE N S,True,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
ARE THEY STRUGGLING OR ARE THEY FLUSHED WITH SUCCESS,ARE THEY STRUGGLING OR ARE THEY FLUSHED WITH SUCCESS,AA R | DH EY | S T R AH G AH L IH NG | AO R | AA R | DH EY | F L AH SH T | W IH DH | S AH K S EH S,AA R | DH EY | S T R AH G AH L IH NG | AO R | AA R | DH EY | F L AH SH T | W IH DH | S AH K S EH S,True,True,,homophone_substitution,phoneme overlap 7/7=1.00 (high)
HE'S MY BUILDER,HE'S MY BUILDER,HH IY Z | M AY | B IH L D ER,HH IY Z | M AY | B IH L D ER,False,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
WE PLAYED IN A BAND TOGETHER,WE PLAYED IN A BAND TOGETHER,W IY | P L EY D | IH N | AH | B AE N D | T AH G EH DH ER,W IY | P L EY D | IH N | AH | B AE N D | T AH G EH DH ER,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
AFTER JUST A COUPLE OF DAYS,AFTER JUST A COUPLE OF DAYS,AE F T ER | JH AH S T | AH | K AH P AH L | AH V | D EY Z,AE F T ER | JH AH S T | AH | K AH P AH L | AH V | D EY Z,False,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
JUST LIKE ANY GOOD COMIC BOOK VILLAIN,JUST LIKE ANY GOOD COMIC BOOK VILLAIN,JH AH S T | L AY K | EH N IY | G UH D | K AA M IH K | B UH K | V IH L AH N,JH AH S T | L AY K | EH N IY | G UH D | K AA M IH K | B UH K | V IH L AH N,False,True,,homophone_substitution,phoneme overlap 7/7=1.00 (high)
AND THEN OF COURSE,AND THEN OF COURSE,AH N D | DH EH N | AH V | K AO R S,AH N D | DH EH N | AH V | K AO R S,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
DESPERATE TO PROVE YOUR BIZARRE THEORY,DESPERATE TO PROVE YOUR BIZARRE,D EH S P R IH T | T UW | P R UW V | Y AO R | B AH Z AA R | TH IH R IY,D EH S P R IH T | T UW | P R UW V | Y AO R | B AH Z AA R,True,False,truncation: model cut the last word of the sentence,truncation,"prediction shorter (5 vs 6), shared prefix 5/5"
BUT SINCE JACK'S FIRST DISCOVERY,BUT SINCE JACK'S FIRST DISCOVERY,B AH T | S IH N S | JH AE K S | F ER S T | D IH S K AH V ER IY,B AH T | S IH N S | JH AE K S | F ER S T | D IH S K AH V ER IY,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
PROTECTED FROM THE PREVAILING WINDS,PROTECTED FROM THE PREVAILING WINDS,P R AH T EH K T AH D | F R AH M | DH AH | P R IH V EY L IH NG | W IH N D Z,P R AH T EH K T AH D | F R AH M | DH AH | P R IH V EY L IH NG | W IH N D Z,False,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
SEARCHING FOR ANSWERS,SEARCHING FOR ANSWERS,S ER CH IH NG | F AO R | AE N S ER Z,S ER CH IH NG | F AO R | AE N S ER Z,True,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
WE KNOW WHAT THEY ARE,WE KNOW WHAT THEY ARE,W IY | N OW | W AH T | DH EY | AA R,W IY | N OW | W AH T | DH EY | AA R,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
THERE'S NO OBVIOUS REASON,THERE'S NO OBVIOUS REASON,DH EH R Z | N OW | AA B V IY AH S | R IY Z AH N,DH EH R Z | N OW | AA B V IY AH S | R IY Z AH N,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
TAKING HORTICULTURE TO THE EXTREME,TAKING HORTICULTURE TO THE EXTREME,T EY K IH NG | HH AO R T IH K AH L CH ER | T UW | DH AH | IH K S T R IY M,T EY K IH NG | HH AO R T IH K AH L CH ER | T UW | DH AH | IH K S T R IY M,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
THE WHOLE GARDENS ARE EXTRAORDINARY AND,THE WHOLE GARDENS ARE EXTRAORDINARY AND,DH AH | HH OW L | G AA R D AH N Z | AA R | IH K S T R AO R D AH N EH R IY | AH N D,DH AH | HH OW L | G AA R D AH N Z | AA R | IH K S T R AO R D AH N EH R IY | AH N D,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
LIKE HUNDREDS OF THOUSANDS OF PEOPLE DO EVERY YEAR,LIKE HUNDREDS OF THOUSANDS OF PEOPLE DO EVERY YEAR,L AY K | HH AH N D R AH D Z | AH V | TH AW Z AH N D Z | AH V | P IY P AH L | D UW | EH V ER IY | Y IH R,L AY K | HH AH N D R AH D Z | AH V | TH AW Z AH N D Z | AH V | P IY P AH L | D UW | EH V ER IY | Y IH R,True,True,,homophone_substitution,phoneme overlap 8/8=1.00 (high)
BUT NOW THERE'S MORE PROTECTION,BUT NOW THERE'S MORE PROTECTION,B AH T | N AW | DH EH R Z | M AO R | P R AH T EH K SH AH N,B AH T | N AW | DH EH R Z | M AO R | P R AH T EH K SH AH N,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
ABOUT 20 YEARS AGO,ABOUT 20 YEARS AGO,AH B AW T | ? | Y IH R Z | AH G OW,AH B AW T | ? | Y IH R Z | AH G OW,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
ENJOY THE SUMMER,ENJOY THE SUMMER,EH N JH OY | DH AH | S AH M ER,EH N JH OY | DH AH | S AH M ER,False,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
ARE THEY RELATIVES OF YOURS,ARE THEY RELATIVES OF YOURS,AA R | DH EY | R EH L AH T IH V Z | AH V | Y UH R Z,AA R | DH EY | R EH L AH T IH V Z | AH V | Y UH R Z,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
NOT JUST A HOTEL,NOT JUST A HOTEL,N AA T | JH AH S T | AH | HH OW T EH L,N AA T | JH AH S T | AH | HH OW T EH L,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
BUT THE WALDORF ASTORIA,BUT THE WALLDORF STORY A,B AH T | DH AH | W AO L D AO R F | AE S T AO R IY AH,B AH T | DH AH | ? | S T AO R IY | AH,True,False,,semantic_substitution,prediction has CMU OOV AND phoneme-word count differs (tgt=4 hyp=5)
THEY WOULD BE ABLE TO GO BACK,THEY WOULD BE ABLE TO GO BACK,DH EY | W UH D | B IY | EY B AH L | T UW | G OW | B AE K,DH EY | W UH D | B IY | EY B AH L | T UW | G OW | B AE K,True,True,,homophone_substitution,phoneme overlap 7/7=1.00 (high)
NOT JUST A HOTEL,NOT JUST A HOTEL,N AA T | JH AH S T | AH | HH OW T EH L,N AA T | JH AH S T | AH | HH OW T EH L,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
EVERY SEPTEMBER THIS PLACE WOULD BE TRANSFORMED INTO WHAT WAS,EVERY SEPTEMBER THIS PLACE WOULD BE TRANSFORMED INTO WHAT WAS,EH V ER IY | S EH P T EH M B ER | DH IH S | P L EY S | W UH D | B IY | T R AE N S F AO R M D | IH N T UW | W AH T | W AA Z,EH V ER IY | S EH P T EH M B ER | DH IH S | P L EY S | W UH D | B IY | T R AE N S F AO R M D | IH N T UW | W AH T | W AA Z,True,True,,homophone_substitution,phoneme overlap 10/10=1.00 (high)
FOR OVER 700 YEARS,FOR OVER 700 YEARS,F AO R | OW V ER | ? | Y IH R Z,F AO R | OW V ER | ? | Y IH R Z,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
SO FROM HIS VANTAGE POINT,SO FROM HIS VANTAGE POINT,S OW | F R AH M | HH IH Z | V AE N T AH JH | P OY N T,S OW | F R AH M | HH IH Z | V AE N T AH JH | P OY N T,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
THERE IS NO AIR SO THERE IS NO SOUND,THERE IS NO AIR SO THERE IS no SOUND,DH EH R | IH Z | N OW | EH R | S OW | DH EH R | IH Z | N OW | S AW N D,DH EH R | IH Z | N OW | EH R | S OW | DH EH R | IH Z | N OW | S AW N D,True,True,,boundary_hallucination,"same letters, space differs (tgt_words=9 hyp_words=9)"
WITH ONE OF THE ROOMS UPSTAIRS,WITH ONE OF THE ROOMS UPSTAIRS,W IH DH | W AH N | AH V | DH AH | R UW M Z | AH P S T EH R Z,W IH DH | W AH N | AH V | DH AH | R UW M Z | AH P S T EH R Z,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
WHICH IS ONLY 10 MINUTES AWAY,WHICH IS ONLY TEN MINUTES AWAY,W IH CH | IH Z | OW N L IY | ? | M IH N AH T S | AH W EY,W IH CH | IH Z | OW N L IY | T EH N | M IH N AH T S | AH W EY,True,False,,digit_word_rendering,"digit/word side mismatch (tgt_digit=True, hyp_digit=False)"
THIS IS A SWEET,THIS IS A SWEET,DH IH S | IH Z | AH | S W IY T,DH IH S | IH Z | AH | S W IY T,False,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
BEFORE WE ALL GET TOO EXCITED ABOUT THAT PROSPECT,BEFORE WE ALL GET TOO EXCITED ABOUT THAT PROJECT,B IH F AO R | W IY | AO L | G EH T | T UW | IH K S AY T AH D | AH B AW T | DH AE T | P R AA S P EH K T,B IH F AO R | W IY | AO L | G EH T | T UW | IH K S AY T AH D | AH B AW T | DH AE T | P R AA JH EH K T,True,False,,homophone_substitution,phoneme overlap 8/9=0.89 (high)
IT CAN BE QUITE EXPENSIVE,IT CAN BE QUITE EXPENSIVE,IH T | K AE N | B IY | K W AY T | IH K S P EH N S IH V,IH T | K AE N | B IY | K W AY T | IH K S P EH N S IH V,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
IT'S A MULTICULTURAL,IT'S A MULTICULTURAL,IH T S | AH | M AH L T IY K AH L CH ER AH L,IH T S | AH | M AH L T IY K AH L CH ER AH L,False,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
BUYING A NEW BUILD PROPERTY SHOULD MEAN YOU DON'T HAVE ANY WORK TO DO,BUYING A NEW BUILD PROPERTY SHOULD MEAN YOU DON'T HAVE ANY WORK TO DO,B AY IH NG | AH | N UW | B IH L D | P R AA P ER T IY | SH UH D | M IY N | Y UW | D OW N T | HH AE V | EH N IY | W ER K | T UW | D UW,B AY IH NG | AH | N UW | B IH L D | P R AA P ER T IY | SH UH D | M IY N | Y UW | D OW N T | HH AE V | EH N IY | W ER K | T UW | D UW,True,True,,homophone_substitution,phoneme overlap 14/14=1.00 (high)
SOME ISSUES WITH POTENTIAL DAMP,SOME ISSUES WITH POTENTIAL DAMP,S AH M | IH SH UW Z | W IH DH | P AH T EH N SH AH L | D AE M P,S AH M | IH SH UW Z | W IH DH | P AH T EH N SH AH L | D AE M P,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
A GREAT PLACE FOR HIM TO BE,A GREAT PLACE FOR HIM TO BE,AH | G R EY T | P L EY S | F AO R | HH IH M | T UW | B IY,AH | G R EY T | P L EY S | F AO R | HH IH M | T UW | B IY,True,True,,homophone_substitution,phoneme overlap 7/7=1.00 (high)
WE HAVE TO PAY FOR THAT,WE HAVE TO PAY FOR THAT,W IY | HH AE V | T UW | P EY | F AO R | DH AE T,W IY | HH AE V | T UW | P EY | F AO R | DH AE T,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
SO RATHER THAN JUST RELYING ON THIS INFORMATION,SO RATHER THAN JUST RELYING ON THIS INFORMATION,S OW | R AE DH ER | DH AE N | JH AH S T | R IY L AY IH NG | AA N | DH IH S | IH N F ER M EY SH AH N,S OW | R AE DH ER | DH AE N | JH AH S T | R IY L AY IH NG | AA N | DH IH S | IH N F ER M EY SH AH N,True,True,,homophone_substitution,phoneme overlap 8/8=1.00 (high)
ALL OF THE BRAIN IS COMBINING ALL THE DIFFERENT SENSES,ALL OF THE BRAIN IS COMBINING ALL THE DIFFERENT SENSES,AO L | AH V | DH AH | B R EY N | IH Z | K AH M B AY N IH NG | AO L | DH AH | D IH F ER AH N T | S EH N S IH Z,AO L | AH V | DH AH | B R EY N | IH Z | K AH M B AY N IH NG | AO L | DH AH | D IH F ER AH N T | S EH N S IH Z,False,True,,homophone_substitution,phoneme overlap 8/8=1.00 (high)
WHO DOESN'T HAVE VISION,WHO DOESN'T HAVE VISION,HH UW | D AH Z AH N T | HH AE V | V IH ZH AH N,HH UW | D AH Z AH N T | HH AE V | V IH ZH AH N,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
SO YOU HAVE YOUR BATHROOM IN THIS AREA AND THEN,SO YOU HAVE YOUR BATHROOM IN THIS AREA AND THEN,S OW | Y UW | HH AE V | Y AO R | B AE TH R UW M | IH N | DH IH S | EH R IY AH | AH N D | DH EH N,S OW | Y UW | HH AE V | Y AO R | B AE TH R UW M | IH N | DH IH S | EH R IY AH | AH N D | DH EH N,True,True,,homophone_substitution,phoneme overlap 10/10=1.00 (high)
WHEN I SEE THAT,WHEN I SEE THAT,W EH N | AY | S IY | DH AE T,W EH N | AY | S IY | DH AE T,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
AND I WOULDN'T BE SURPRISED,AND I WOULDN'T BE SURPRISED,AH N D | AY | W UH D AH N T | B IY | S ER P R AY Z D,AH N D | AY | W UH D AH N T | B IY | S ER P R AY Z D,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
THIS IS VERY SIMILAR,THIS IS VERY SIMILAR,DH IH S | IH Z | V EH R IY | S IH M AH L ER,DH IH S | IH Z | V EH R IY | S IH M AH L ER,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
OR HAVE THEY ENCOUNTERED PROBLEMS,OR HAVE THEY ENCOUNTERED PROBLEMS,AO R | HH AE V | DH EY | IH N K AW N T ER D | P R AA B L AH M Z,AO R | HH AE V | DH EY | IH N K AW N T ER D | P R AA B L AH M Z,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
AND TURNING UPSTAIRS INTO AN OPEN PLAN AREA IS DEFINITELY THE WAY TO GO,AND TURNING UPSTAIRS INTO AN OPEN PLAN AREA IS DEFINITELY THE WAY TO GO,AH N D | T ER N IH NG | AH P S T EH R Z | IH N T UW | AE N | OW P AH N | P L AE N | EH R IY AH | IH Z | D EH F AH N AH T L IY | DH AH | W EY | T UW | G OW,AH N D | T ER N IH NG | AH P S T EH R Z | IH N T UW | AE N | OW P AH N | P L AE N | EH R IY AH | IH Z | D EH F AH N AH T L IY | DH AH | W EY | T UW | G OW,True,True,,homophone_substitution,phoneme overlap 14/14=1.00 (high)
TRAVEL THREE MILES FURTHER WEST AND YOU DO GET MORE FOR YOUR MONEY,TRAVEL THREE MILES FURTHER WEST AND YOU DO GET MORE FOR YOUR MONEY,T R AE V AH L | TH R IY | M AY L Z | F ER DH ER | W EH S T | AH N D | Y UW | D UW | G EH T | M AO R | F AO R | Y AO R | M AH N IY,T R AE V AH L | TH R IY | M AY L Z | F ER DH ER | W EH S T | AH N D | Y UW | D UW | G EH T | M AO R | F AO R | Y AO R | M AH N IY,True,True,,homophone_substitution,phoneme overlap 13/13=1.00 (high)
IF THAT WAS FITTED OUT,IF THAT WAS FITTED OUT,IH F | DH AE T | W AA Z | F IH T AH D | AW T,IH F | DH AE T | W AA Z | F IH T AH D | AW T,False,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
WILL IT BE A FUN,WILL IT BE A FUN,W IH L | IH T | B IY | AH | F AH N,W IH L | IH T | B IY | AH | F AH N,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
FABULOUS PROJECT FOR THEM,FABULOUS PROJECT FOR THEM,F AE B Y AH L AH S | P R AA JH EH K T | F AO R | DH EH M,F AE B Y AH L AH S | P R AA JH EH K T | F AO R | DH EH M,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
WILL IT BE ABOVE PAR,WILL IT BE ABOVE PAR,W IH L | IH T | B IY | AH B AH V | P AA R,W IH L | IH T | B IY | AH B AH V | P AA R,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
THAT'S AN OPTION,THAT'S AN OPTION,DH AE T S | AE N | AA P SH AH N,DH AE T S | AE N | AA P SH AH N,True,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
THAT'S VERY BAD NEWS,THAT'S VERY BAD NEWS,DH AE T S | V EH R IY | B AE D | N UW Z,DH AE T S | V EH R IY | B AE D | N UW Z,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
AND THAT'S REALLY WELL DONE,AND THAT'S REALLY WELL DONE,AH N D | DH AE T S | R IH L IY | W EH L | D AH N,AH N D | DH AE T S | R IH L IY | W EH L | D AH N,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
IT TAKES HARD WORK,IT TAKES HARD WORK,IH T | T EY K S | HH AA R D | W ER K,IH T | T EY K S | HH AA R D | W ER K,False,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
AND THINGS LIKE THAT WE'LL DO OURSELVES,AND THINGS LIKE THAT WE'LL DO OURSELVES,AH N D | TH IH NG Z | L AY K | DH AE T | W IY L | D UW | AW ER S EH L V Z,AH N D | TH IH NG Z | L AY K | DH AE T | W IY L | D UW | AW ER S EH L V Z,True,True,,homophone_substitution,phoneme overlap 7/7=1.00 (high)
THIS AUCTION LOT HAS IT IN SPADES,THIS AUCTION LOT HAS IT IN SPADES,DH IH S | AA K SH AH N | L AA T | HH AE Z | IH T | IH N | S P EY D Z,DH IH S | AA K SH AH N | L AA T | HH AE Z | IH T | IH N | S P EY D Z,True,True,,homophone_substitution,phoneme overlap 7/7=1.00 (high)
IF YOU CAN'T GO UP,IF YOU CAN'T GO UP,IH F | Y UW | K AE N T | G OW | AH P,IH F | Y UW | K AE N T | G OW | AH P,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
IT'S COSMETICALLY IMPROVED QUITE DRASTICALLY HERE,IT'S COSMETICALLY IMPROVED QUITE DRASTICALLY HERE,IH T S | K AO Z M EH T IH K L IY | IH M P R UW V D | K W AY T | D R AE S T IH K L IY | HH IY R,IH T S | K AO Z M EH T IH K L IY | IH M P R UW V D | K W AY T | D R AE S T IH K L IY | HH IY R,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
ON THE SECOND FLOOR,ON THE SECOND FLOOR,AA N | DH AH | S EH K AH N D | F L AO R,AA N | DH AH | S EH K AH N D | F L AO R,False,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
IT'S VERY CLEAN,IT'S VERY CLEAN,IH T S | V EH R IY | K L IY N,IH T S | V EH R IY | K L IY N,True,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
THE APPLIANCES HAVE BEEN DONE NICELY,THE APPLIANCES HAVE BEEN DONE NICELY,DH AH | AH P L AY AH N S AH Z | HH AE V | B IH N | D AH N | N AY S L IY,DH AH | AH P L AY AH N S AH Z | HH AE V | B IH N | D AH N | N AY S L IY,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
