target,prediction,is_homophone,word_S,word_I,word_D,word_H,char_S,char_I,char_D,char_H,wer,cer,exact_match
VERY SIMILAR TO FISHING,VERY SIMILAR TO FISHING,True,0,0,0,4,0,0,0,23,0.0,0.0,True
IT'S LIKE LOOKING AT ART,IT'S LIKE LOOKING AT ART,False,0,0,0,5,0,0,0,24,0.0,0.0,True
IT MIGHT BE CONCEPTUAL,IT MIGHT BE CONCEPTUAL,True,0,0,0,4,0,0,0,22,0.0,0.0,True
HERE'S SOME IDEAS,HERE'S SOME IDEAS,True,0,0,0,3,0,0,0,17,0.0,0.0,True
A PLACE WHICH IS HARD TO LIVE,A PLACE WHICH IS HARD TO LIVE,True,0,0,0,7,0,0,0,29,0.0,0.0,True
AND THE FARMERS OPENING IT UP,AND THE FARMERS OPENING IT UP,False,0,0,0,6,0,0,0,29,0.0,0.0,True
SO WHEN THE FARMERS COME,SO WHEN THE FARMERS COME,True,0,0,0,5,0,0,0,24,0.0,0.0,True
THERE'S MORE WOODLAND,THERE'S MORE WOODLAND,True,0,0,0,3,0,0,0,21,0.0,0.0,True
DON'T TELL ANYONE,DON'T TELL ANYONE,False,0,0,0,3,0,0,0,17,0.0,0.0,True
WE HAVE NO MORE MONEY,WE HAVE NO MORE MONEY,True,0,0,0,5,0,0,0,21,0.0,0.0,True
WE ARE THE CRIMINALS,WE ARE THE CRIMINALS,True,0,0,0,4,0,0,0,20,0.0,0.0,True
NO MORE SUICIDE BOMBERS,NO MORE SUICIDE BOMBERS,True,0,0,0,4,0,0,0,23,0.0,0.0,True
THAT'S ACCORDING TO THE POLICE WATCHDOG,THAT'S ACCORDING TO THE POLICE WATCHDOG,True,0,0,0,6,0,0,0,39,0.0,0.0,True
THE QUEEN MARY AND THE QUEEN ELIZABETH,THE QWEEN MARY AND THE QUEEN ELIZABETH,True,1,0,0,6,1,0,0,37,0.14285714285714285,0.02631578947368421,False
ITS DESIGN VALUES,ITS DESIGN VALUES,False,0,0,0,3,0,0,0,17,0.0,0.0,True
THEY WERE IN THE MINORITY,THEY WERE IN THE MINORITY,True,0,0,0,5,0,0,0,25,0.0,0.0,True
500 TONS OF OCEAN LINER,500 TONS OF OCEAN LINER,True,0,0,0,5,0,0,0,23,0.0,0.0,True
ONE OF THE ARTICLES HERE IS ABOUT THE QUEEN ELIZABETH,ONE OF THE ARTICLES HERE IS ABOUT THE QUEEN ELIZABETH,True,0,0,0,10,0,0,0,53,0.0,0.0,True
THE JOB WAS DONE,THE JOB WAS DONE,True,0,0,0,4,0,0,0,16,0.0,0.0,True
FLOWERS AND EVEN VEGETABLES,FLOWERS AND EVEN VEGETABLES,False,0,0,0,4,0,0,0,27,0.0,0.0,True
FOR SOMETHING COMPLETELY DIFFERENT,FOR SOMETHING COMPLETELY DIFFERENT,True,0,0,0,4,0,0,0,34,0.0,0.0,True
WHEN IT COMES TO PUBLICITY,WHEN IT COMES TO PUBLICITY,True,0,0,0,5,0,0,0,26,0.0,0.0,True
HOW GREAT IS THIS,HOW GREAT IS THIS,False,0,0,0,4,0,0,0,17,0.0,0.0,True
I JUST LOVE THAT,I JUST LOVE THAT,True,0,0,0,4,0,0,0,16,0.0,0.0,True
THEY WERE FRIENDS,THEY WERE FRIENDS,False,0,0,0,3,0,0,0,17,0.0,0.0,True
TO BE A SUCCESSFUL ENTREPRENEUR,TO BE A SUCCESSFUL ENTREPRENEUR,True,0,0,0,5,0,0,0,31,0.0,0.0,True
I JUST DON'T GET IT,I JUST DON'T GET IT,True,0,0,0,5,0,0,0,19,0.0,0.0,True
AND I THINK THIS IS ONE,AND I THINK THIS IS ONE,True,0,0,0,6,0,0,0,23,0.0,0.0,True
IT'LL MEAN MORE MATCHES,IT'LL MEAN MORE MATCHES,True,0,0,0,4,0,0,0,23,0.0,0.0,True
AND MORE MONEY FOR FIFA,AND MORE MONEY FOR NHS,True,1,0,0,4,3,0,1,19,0.2,0.17391304347826086,False
PLEASED WITH HIMSELF,PLEASED WITH HIMSELF,False,0,0,0,3,0,0,0,20,0.0,0.0,True
SERBIA IS PANDEMONIUM LET LOOSE,SERBIA IS PANDEMONIUM LET LOOSE,False,0,0,0,5,0,0,0,31,0.0,0.0,True
THERE ARE NO RECORDINGS OF LLOYD GEORGE AT THE PEAK OF HIS POWERS,THERE ARE NO RECORDINGS OF LOYD GEORGE AT THE PEAK OF HIS POWERS,True,1,0,0,12,0,0,1,64,0.07692307692307693,0.015384615384615385,False
WHICH WAS THE MASS NEWSPAPER,WHICH WAS THE MASS NEWSPAPER,True,0,0,0,5,0,0,0,28,0.0,0.0,True
AND HE WAS VERY DEVOTED TO HIS CHILDREN,AND HE WAS VERY DEVOTED TO HIS CHILDREN,True,0,0,0,8,0,0,0,39,0.0,0.0,True
AND WOULD EVENTUALLY MARRY HER AFTER HIS WIFE,AND WOULD EVENTUALLY MARRY HER AFTER HIS WIFE,True,0,0,0,8,0,0,0,45,0.0,0.0,True
WITH THAT FLOURISH,WITH THAT FLURRY,False,1,0,0,2,2,0,2,14,0.3333333333333333,0.2222222222222222,False
WHAT YOU NEED TO DO IS GET THE VERY BEST BRAINS,WHAT YOU NEED TO DO IS GET THE VERY BEST BRAINS,True,0,0,0,11,0,0,0,47,0.0,0.0,True
THE VERY BEST TALENTS,THE VERY BEST TALENTS,True,0,0,0,4,0,0,0,21,0.0,0.0,True
THE MOST ENERGETIC PEOPLE IN,THE MOST ENERGETIC PEOPLE IN,True,0,0,0,5,0,0,0,28,0.0,0.0,True
BECAUSE THE EMPIRE,BECAUSE THE EMPIRE,False,0,0,0,3,0,0,0,18,0.0,0.0,True
IT'S OFTEN FORGOTTEN,IT'S OFTEN FORGOTTEN,False,0,0,0,3,0,0,0,20,0.0,0.0,True
WHICH IS ABSOLUTELY UNDERSTANDABLE,WHICH IS ABSOLUTELY UNDERSTANDABLE,True,0,0,0,4,0,0,0,34,0.0,0.0,True
HE HOPED TO RETURN TO POWER,HE HOPED TO RETURN TO POWER,True,0,0,0,6,0,0,0,27,0.0,0.0,True
WOULD NOT BE A HAPPY PLACE,WOULD NOT BE A HAPPY PLACE,True,0,0,0,6,0,0,0,26,0.0,0.0,True
DEPENDED ON TRADE,DEPENDED ON TRADE,False,0,0,0,3,0,0,0,17,0.0,0.0,True
MY GREAT GREAT GRANDFATHER,MY GREAT GREAT GRANDFATHER,False,0,0,0,4,0,0,0,26,0.0,0.0,True
MUCH MORE DRIVEN,MUCH MORE DRIVEN,True,0,0,0,3,0,0,0,16,0.0,0.0,True
IF IT GIVES ME SOME SORT OF CONTROL BACK,IF IT GIVES ME SOME SORT OF CONTROL BACK,True,0,0,0,9,0,0,0,40,0.0,0.0,True
WITH STRONG WINDS,WITH STRONG WINDS,False,0,0,0,3,0,0,0,17,0.0,0.0,True
I DON'T REMEMBER THAT HAPPENING BEFORE,I DON'T REMEMBER THAT HAPPENING BEFORE,True,0,0,0,6,0,0,0,38,0.0,0.0,True
BY SOME MIRACLE,BUY SOME MIRACLE,True,1,0,0,2,0,1,0,15,0.3333333333333333,0.06666666666666667,False
COMES FROM ONE OF THE MOST BEAUTIFUL PARTS OF THE WORLD,COMES FROM ONE OF THE MOST BEAUTIFUL PARTS OF THE WORLD,True,0,0,0,11,0,0,0,55,0.0,0.0,True
IT'S NOT A MASSIVE SUM OF MONEY,IT'S NOT A MASSIVE SUM OF MONEY,True,0,0,0,7,0,0,0,31,0.0,0.0,True
I WOULDN'T SAY I'M A STAR,I WOULDN'T SAY I'M A STAR,True,0,0,0,6,0,0,0,25,0.0,0.0,True
MANCHESTER UNITED FANS,MANCHESTER UNITED FANS,False,0,0,0,3,0,0,0,22,0.0,0.0,True
SET UP BY THE GOVERNMENT,SET UP BY THE GOVERNMENT,True,0,0,0,5,0,0,0,24,0.0,0.0,True
IT WAS A BRUTAL EXPERIENCE,IT WAS A BRUTAL EXPERIENCE,False,0,0,0,5,0,0,0,26,0.0,0.0,True
MANY PEOPLE DID SLIP AND FALL AND BREAK A LEG,MANY PEOPLE DID SLIP AND FALL AND BREAK A LEG,True,0,0,0,10,0,0,0,45,0.0,0.0,True
THEY KEPT LIVING,THEY KEPT LIVING,False,0,0,0,3,0,0,0,16,0.0,0.0,True
AND IN THE MORNING,AND IN THE MORNING,True,0,0,0,4,0,0,0,18,0.0,0.0,True
IN EXACT DETAIL,IN EXACT DETAIL,True,0,0,0,3,0,0,0,15,0.0,0.0,True
AND THE SECOND GENERATION,AND THE SECOND GENERATION,False,0,0,0,4,0,0,0,25,0.0,0.0,True
BEEN INTENSELY SAD,BEEN INTENSELY SAD,True,0,0,0,3,0,0,0,18,0.0,0.0,True
AND ALL THE SURVIVORS OF THE HOLOCAUST,AND ALL THE SURVIVORS OF THE HOLOCAUST,False,0,0,0,7,0,0,0,38,0.0,0.0,True
WITH THEIR DATABASE,WITH THEIR DATA BASE,True,1,1,0,2,0,1,0,19,0.6666666666666666,0.05263157894736842,False
GET A NEW LOYAL CUSTOMER AND DEBENHAMS,GET A NEW LOYAL CUSTOMER AND DEBINOMES,True,1,0,0,6,4,0,0,34,0.14285714285714285,0.10526315789473684,False
AS LONG AS THEY SEE THE SPARK OF SUCCESS,AS LONG AS THEY SEE THE SPARK OF SUCCESS,True,0,0,0,9,0,0,0,40,0.0,0.0,True
THERE WAS A STONE CIRCLE HERE,THERE WAS A STONE CIRCLE HERE,True,0,0,0,6,0,0,0,29,0.0,0.0,True
THAT IS A SOLD SOUND,THAT IS A SOLD SOUND,False,0,0,0,5,0,0,0,20,0.0,0.0,True
THERE'S PLENTY TO INDULGE IN,THERE'S PLENTY TO INDULGE IN,True,0,0,0,5,0,0,0,28,0.0,0.0,True
SHE WAS STRUGGLING,SHE WAS STRUGGLING,False,0,0,0,3,0,0,0,18,0.0,0.0,True
WHEN HE WENT TO LOOK FOR HER,WHEN HE WENT TO LOOK FOR HER,True,0,0,0,7,0,0,0,28,0.0,0.0,True
25 YEARS TO COMPLETE,25 YEARS TO COMPLETE,True,0,0,0,4,0,0,0,20,0.0,0.0,True
SHE WILL BE VERY PLEASED,SHE WILL BE VERY PLEASED,True,0,0,0,5,0,0,0,24,0.0,0.0,True
BECAUSE THERE WAS NO ROLE MODEL,BECAUSE THERE WAS NO ROLE MODEL,True,0,0,0,6,0,0,0,31,0.0,0.0,True
ONE MALE OFFICIAL COMMENTED,ONE MALE OFFICIAL COMMENTED,True,0,0,0,4,0,0,0,27,0.0,0.0,True
BUT DESPITE ALL THIS,BUT DESPITE ALL THIS,True,0,0,0,4,0,0,0,20,0.0,0.0,True
THEY CARRIED ON COMPETING,THEY CARRIED ON COMPETING,False,0,0,0,4,0,0,0,25,0.0,0.0,True
BUT DESPITE ALL THIS,BUT DESPITE ALL THIS,True,0,0,0,4,0,0,0,20,0.0,0.0,True
IF YOU WANT TO EXPERIENCE SOME OF THAT,IF YOU WANT TO EXPERIENCE SOME OF THAT,True,0,0,0,8,0,0,0,38,0.0,0.0,True
INCLUDING A BABY,INCLUDING A BABY,False,0,0,0,3,0,0,0,16,0.0,0.0,True
THIS IS A SEMIFINAL,THIS IS A SEMIFINAL,False,0,0,0,4,0,0,0,19,0.0,0.0,True
I'M SORRY THAT DOESN'T MEET WITH YOUR APPROVAL,I'M SORRY THAT DOESN'T MEET WITH YOUR APPROVAL,True,0,0,0,8,0,0,0,46,0.0,0.0,True
I'M NOT HAVING A GO AT YOU,I'M NOT HAVING A GO AT YOU,True,0,0,0,7,0,0,0,26,0.0,0.0,True
I'M JUST SAYING THAT DENISE BROUGHT ME UP,I'M JUST SAYING THAT DENISE BROUGHT ME UP,False,0,0,0,8,0,0,0,41,0.0,0.0,True
WE HAD NO MONEY,WE HAD NO MONEY,True,0,0,0,4,0,0,0,15,0.0,0.0,True
WHEN YOU CAME BACK,WHEN YOU CAME BACK,True,0,0,0,4,0,0,0,18,0.0,0.0,True
THAT'S WHY I'M LOSING MY VOICE,THAT'S WHY I'M LOSING MY VOICE,True,0,0,0,6,0,0,0,30,0.0,0.0,True
IS IN THE DRYING,IS IN THE DRYING,True,0,0,0,4,0,0,0,16,0.0,0.0,True
RIGHT IN FRONT OF ME,RIGHT IN FRONT OF ME,True,0,0,0,5,0,0,0,20,0.0,0.0,True
WE TALKED ABOUT IT,WE TALKED ABOUT IT,True,0,0,0,4,0,0,0,18,0.0,0.0,True
I HONESTLY DON'T KNOW WHAT TO DO,HONESTLY DON'T KNOW WHAT TO DO,True,0,0,1,6,0,0,2,30,0.14285714285714285,0.0625,False
JUDGING BY WHAT I SAW TODAY,JUDGING BY WHAT I SAW TODAY,True,0,0,0,6,0,0,0,27,0.0,0.0,True
SOME GOT WHAT THEY WANT,SOME GOT WHAT THEY WANT,True,0,0,0,5,0,0,0,23,0.0,0.0,True
GET DOWN TO YOUR LOCAL ONE,GET DOWN TO YOUR LOCAL ONE,True,0,0,0,6,0,0,0,26,0.0,0.0,True
HAVE YOU GOT IT,HAVE YOU GOT IT,True,0,0,0,4,0,0,0,15,0.0,0.0,True
YOU BETTER STAY WELL AWAY FROM ME,YOU BETTER STAY WELL AWAY FROM ME,True,0,0,0,7,0,0,0,33,0.0,0.0,True
THAT I'LL BE OK,THAT I'LL BE OK,True,0,0,0,4,0,0,0,15,0.0,0.0,True
WE NEED TO DO SOMETHING BIGGER,WE NEED TO DO SOMETHING BIGGER,True,0,0,0,6,0,0,0,30,0.0,0.0,True
TRYING TO BRING THEM DOWN OVER THE CENTURIES,TRYING TO BRING THEM DOWN OVER THE CENTURIES,True,0,0,0,8,0,0,0,44,0.0,0.0,True
BUT YOU DON'T NEED TO WORRY,BUT YOU DON'T NEED TO WORRY,True,0,0,0,6,0,0,0,27,0.0,0.0,True
THE EXPERTS DON'T KNOW WHAT CAUSED IT,THE EXPERTS DON'T KNOW WHAT CAUSED IT,True,0,0,0,7,0,0,0,37,0.0,0.0,True
THE FATHER DIED FIVE YEARS AGO,THE FATHER DIED FIVE YEARS AGO,True,0,0,0,6,0,0,0,30,0.0,0.0,True
IT'S ALL ABOUT MYTH MAKING,IT'S ALL ABOUT MYTH MAKING,False,0,0,0,5,0,0,0,26,0.0,0.0,True
COME TO MY ROOM,COME TO MY ROOM,True,0,0,0,4,0,0,0,15,0.0,0.0,True
AS THE MORNING SPREAD UPON THE MOUNTAINS,AS THE MORNING SPREAD UP ON THE MOUNTAINS,True,1,1,0,6,0,1,0,40,0.2857142857142857,0.025,False
WITH PEOPLE WITHOUT CREATING,WITH PEOPLE WITHOUT CREATING,False,0,0,0,4,0,0,0,28,0.0,0.0,True
WITH OTHER PEOPLE,WITH OTHER PEOPLE,False,0,0,0,3,0,0,0,17,0.0,0.0,True
AND THE INITIALS STAND FOR THE INTERNATIONAL MARXIST GROUP,AND THE INITIALS STAND FOR THE INTERNATIONAL MARKS ASSOCIATION,True,2,0,0,7,7,5,1,50,0.2222222222222222,0.22413793103448276,False
AS YOU MAY KNOW,AS YOU MAY KNOW,True,0,0,0,4,0,0,0,15,0.0,0.0,True
THIS CAME FROM THE BIG,THIS CAME FROM THE BIG,False,0,0,0,5,0,0,0,22,0.0,0.0,True
THAT'S REALLY SAD,THAT'S REALLY SAD,False,0,0,0,3,0,0,0,17,0.0,0.0,True
I NEED TO GET TO WORK,I NEED TO GET TO WORK,True,0,0,0,6,0,0,0,21,0.0,0.0,True
BEFORE I ANNOUNCE THE WINNER,BEFORE I ANNOUNCE THE WINNER,True,0,0,0,5,0,0,0,28,0.0,0.0,True
WE DON'T HAVE BROWN BEAR,WE DON'T HAVE BROWN BEAR,True,0,0,0,5,0,0,0,24,0.0,0.0,True
IF THE ANSWER IS NO,IF THE ANSWER IS NO,True,0,0,0,5,0,0,0,19,0.0,0.0,True
WE MAY ENJOY THE THRILL OF MORE REGULAR SIGHTINGS,WE MAY ENJOY THE THRILL OF MORE REGULAR SIGHTINGS,True,0,0,0,9,0,0,0,49,0.0,0.0,True
WHAT THEIR ASPIRATIONS ARE,WHAT THEIR ASPIRATIONS ARE,True,0,0,0,4,0,0,0,26,0.0,0.0,True
WITHOUT THE DIALOGUE,WITHOUT THE DIALOGUE,False,0,0,0,3,0,0,0,20,0.0,0.0,True
VERY HEAVILY TAXED,VERY HEAVILY TAXED,True,0,0,0,3,0,0,0,18,0.0,0.0,True
AND THE SCOTTISH CUSTOMERS TO BUY,AND THE SCOTTISH CUSTOMERS TO BUY,True,0,0,0,6,0,0,0,33,0.0,0.0,True
AND IT WAS BUILT TOTALLY BY PUBLIC SUBSCRIPTION,AND IT WAS BUILT TOTALLY BY PUBLIC SUBSCRIPTION,True,0,0,0,8,0,0,0,47,0.0,0.0,True
TODAY ALMOST 50,TODAY ALMOST 50,False,0,0,0,3,0,0,0,15,0.0,0.0,True
THE GOVERNMENT LOOKS SET TO WIN,THE GOVERNMENT LOOKS SET TO WIN,True,0,0,0,6,0,0,0,31,0.0,0.0,True
WHICH THE NORWEGIAN GOVERNMENT WAS SUPPORTING,WHICH THE NORWEGIAN GOVERNMENT WAS SUPPORTING,True,0,0,0,6,0,0,0,45,0.0,0.0,True
A RATHER SPECIAL,A RATHER SPECIAL,False,0,0,0,3,0,0,0,16,0.0,0.0,True
YOU SHOULD THINK ABOUT IT,YOU SHOULD THINK ABOUT IT,True,0,0,0,5,0,0,0,25,0.0,0.0,True
WE FOUND OUT ABOUT THE SUFFOLK PUNCH HORSES,WE FOUND OUT ABOUT THE SUFFOLK PUNCH HORSES,True,0,0,0,8,0,0,0,43,0.0,0.0,True
BUT IT'S A DIFFERENT TYPE OF ANIMAL I WANT TO SHOW YOU RIGHT NOW,BUT IT'S A DIFFERENT TYPE OF ANIMAL I WANT TO SHOW YOU RIGHT NOW,True,0,0,0,14,0,0,0,64,0.0,0.0,True
THINGS LIKE THIS BECAME VERY,THINGS LIKE THIS BECAME VERY,True,0,0,0,5,0,0,0,28,0.0,0.0,True
THE QUALITY OF THAT SLIDING ACROSS,THE QUALITY OF THAT SLIDING ACROSS,False,0,0,0,6,0,0,0,34,0.0,0.0,True
JOIN US NEXT TIME FOR MANY MORE SURPRISES,JOIN US NEXT TIME FOR MANY MORE SURPRISES,True,0,0,0,8,0,0,0,41,0.0,0.0,True
GOES OUT THE OTHER,GOES OUT THE OTHER,False,0,0,0,4,0,0,0,18,0.0,0.0,True
WE DON'T CLIP IT FOR THE MONEY,WE DON'T CLIP IT FOR THE MONEY,True,0,0,0,7,0,0,0,30,0.0,0.0,True
I DON'T REALLY MIND,I DON'T REALLY MIND,True,0,0,0,4,0,0,0,19,0.0,0.0,True
A NEW CHANCE AT LIFE,A NEW CHANCE AT LIFE,True,0,0,0,5,0,0,0,20,0.0,0.0,True
BUT I'M NOT SURE WHERE,BUT I'M NOT SURE WHERE,True,0,0,0,5,0,0,0,22,0.0,0.0,True
IT'S HIGHER THAN BEFORE,IT'S HIGHER THAN BEFORE,True,0,0,0,4,0,0,0,23,0.0,0.0,True
BUT ANOTHER STRIKING UNION,BUT ANOTHER STRIKING UNION,True,0,0,0,4,0,0,0,26,0.0,0.0,True
THERE WAS A GLIMMER OF HOPE,THERE WAS A GLIMMER OF HOPE,True,0,0,0,6,0,0,0,27,0.0,0.0,True
MORE OPEN MINDED PERHAPS,MORE OPEN MINDED PERHAPS,True,0,0,0,4,0,0,0,24,0.0,0.0,True
AND MORE OPEN TO THE PARLIAMENT,AND MORE OPEN TO THE PARLIAMENT,True,0,0,0,6,0,0,0,31,0.0,0.0,True
TO DIVIDE THE ROOM INTO TWO PARTS,TO DIVIDE THE ROOM INTO TWO PARTS,True,0,0,0,7,0,0,0,33,0.0,0.0,True
THEN THE INVITATION,THEN THE INVITATION,False,0,0,0,3,0,0,0,19,0.0,0.0,True
HE WAS HALFWAY THERE,HE WAS HALFWAY THERE,True,0,0,0,4,0,0,0,20,0.0,0.0,True
PART TWO IS THE DECLARATION OF RIGHTS,PART TWO IS THE DECLARATION OF RIGHTS,True,0,0,0,7,0,0,0,37,0.0,0.0,True
